#separator:Tab				
#html:true				
#notetype column:1				
#deck column:2				
#tags column:5				
Básico	Ciência da Computação::Segurança da Informação::Resolução CMN 4.893/2021	Quais são os requisitos para a contratação de serviços de auditoria externa conforme a resolução?	A resolução estabelece critérios de independência, competência e experiência para contratação de auditoria externa.	Resolução CMN, Auditoria Externa, Requisitos
Básico	Ciência da Computação::Segurança da Informação::Resolução CMN 4.893/2021	Como a resolução aborda a independência do auditor?	A resolução exige que o auditor externo não tenha vínculos que possam comprometer sua imparcialidade.	Resolução CMN, Auditoria, Independência
Básico	Ciência da Computação::Segurança da Informação::Resolução CMN 4.893/2021	Qual é o papel do Comitê de Auditoria estabelecido pela resolução?	O Comitê de Auditoria deve supervisionar e garantir a qualidade e a independência da auditoria externa.	Resolução CMN, Comitê de Auditoria, Supervisão
Básico	Ciência da Computação::Segurança da Informação::Resolução CMN 4.893/2021	Quais são as responsabilidades da instituição financeira em relação aos serviços de auditoria externa?	A instituição deve assegurar a qualidade da auditoria e implementar medidas para atender às exigências regulatórias.	Resolução CMN, Responsabilidades, Compliance
Básico	Ciência da Computação::Segurança da Informação::Resolução CMN 4.893/2021	Como a resolução trata os conflitos de interesse relacionados à contratação de serviços de auditoria externa?	A resolução impõe restrições para evitar conflitos de interesse entre a instituição e o auditor externo.	Resolução CMN, Auditoria, Conflito de Interesse
Básico	Ciência da Computação::Segurança da Informação::Resolução CMN 4.893/2021	Quais são as penalidades para o não cumprimento da Resolução CMN nº 4.893/2021?	O não cumprimento da Resolução pode resultar em sanções administrativas, multas e outras penalidades impostas pelo Banco Central do Brasil.	Resolução CMN, Penalidades, Banco Central
Básico	Ciência da Computação::Segurança da Informação::Resolução CMN 4.893/2021	Quais são os prazos estabelecidos pela resolução para a contratação de serviços de auditoria externa?	A resolução estabelece que as instituições financeiras devem contratar auditoria externa dentro dos prazos definidos pelo Banco Central para garantir conformidade regulatória.	Resolução CMN, Auditoria Externa, Prazos
Básico	Ciência da Computação::Segurança da Informação::Resolução CMN 4.893/2021	Como a resolução contribui para a transparência das operações das instituições financeiras?	A Resolução CMN nº 4.893/2021 exige auditorias regulares e prestação de contas detalhada, aumentando a transparência das operações financeiras.	Resolução CMN, Transparência, Governança
Básico	Ciência da Computação::Segurança da Informação::Resolução CMN 4.893/2021	Quais são os benefícios da contratação de serviços de auditoria externa conforme a resolução?	A contratação de auditoria externa garante maior conformidade regulatória, transparência, segurança e eficiência operacional para as instituições financeiras.	Resolução CMN, Auditoria Externa, Benefícios
Básico	Ciência da Computação::Segurança da Informação::Resolução CMN 4.893/2021	A quem a Resolução CMN nº 4.893/2021 se aplica?	A resolução se aplica a todas as instituições financeiras reguladas pelo Banco Central do Brasil.	Resolução CMN, Instituições Financeiras, Regulação
Básico	Ciência da Computação::Segurança da Informação::Resolução CMN 4.893/2021	Quais são os critérios para a escolha dos auditores externos?	Os auditores externos devem possuir independência, experiência comprovada e atender aos requisitos técnicos exigidos pela regulamentação vigente.	Resolução CMN, Auditoria Externa, Critérios
Básico	Ciência da Computação::Segurança da Informação::Resolução CMN 4.893/2021	Como a resolução contribui para a governança corporativa das instituições financeiras?	A resolução fortalece a governança corporativa ao exigir auditorias independentes e mecanismos de controle interno mais rígidos.	Resolução CMN, Governança, Auditoria
Básico	Ciência da Computação::Segurança da Informação::Resolução CMN 4.893/2021	Quais são as principais diretrizes para a elaboração do plano de auditoria externa?	O plano de auditoria deve incluir a avaliação de riscos, a definição do escopo e a metodologia de trabalho, conforme as diretrizes do Banco Central.	Resolução CMN, Plano de Auditoria, Diretrizes
Básico	Ciência da Computação::Segurança da Informação::Resolução CMN 4.893/2021	Como a resolução promove a eficiência e a eficácia dos serviços de auditoria externa?	A resolução estabelece requisitos rigorosos para auditoria externa, garantindo processos mais eficazes e alinhados às melhores práticas do mercado.	Resolução CMN, Eficiência, Auditoria Externa
Básico	Ciência da Computação::Segurança da Informação::Resolução CMN 4.893/2021	Quais são os mecanismos de controle previstos pela resolução para garantir a qualidade dos serviços de auditoria externa?	A resolução prevê auditorias periódicas, supervisão contínua e requisitos de independência para garantir a qualidade dos serviços.	Resolução CMN, Controle, Qualidade
Básico	Ciência da Computação::Segurança da Informação::Resolução CMN 4.893/2021	Como a resolução contribui para a estabilidade do sistema financeiro nacional?	A resolução melhora a supervisão e a governança, reduzindo riscos e fortalecendo a estabilidade financeira.	Resolução CMN, Estabilidade Financeira, Regulação
Básico	Ciência da Computação::Segurança da Informação::Resolução CMN 4.893/2021	Quais são os princípios fundamentais da Resolução CMN nº 4.893/2021?	Os princípios incluem transparência, independência, governança e conformidade regulatória.	Resolução CMN, Princípios, Regulação